id_movimento,data_emissao,data_vencimento,data_pagamento,tipo,categoria,centro_custo,entidade,forma_pagamento,valor_previsto,valor_realizado,status
MOV-01004,2025-12-14,2026-01-08,2026-01-10,Saída,Fornecedores,Administrativo,Fornecedor 35,Boleto,11867.54,11895.13,Pago
MOV-01005,2026-01-02,2026-01-19,2026-01-17,Saída,Pessoal,Tecnologia,Fornecedor 01,Boleto,10718.41,10849.02,Pago
MOV-01006,2026-01-07,2026-01-18,2026-01-15,Saída,Administrativo,Tecnologia,Fornecedor 24,Boleto,1393.85,1429.05,Pago
MOV-01007,2026-01-11,2026-01-28,2026-01-29,Saída,Fornecedores,Comercial,Fornecedor 09,PIX,2828.78,2785.07,Pago
MOV-01008,2025-12-12,2026-01-13,2026-01-14,Saída,Administrativo,Comercial,Fornecedor 43,PIX,9154.78,9084.3,Pago
MOV-01009,2025-12-26,2026-01-05,2026-01-01,Saída,Pessoal,Administrativo,Fornecedor 27,Boleto,8081.73,7958.1,Pago
MOV-01010,2025-12-03,2026-01-05,2026-01-04,Saída,Tecnologia,Tecnologia,Fornecedor 29,PIX,6508.34,6496.7,Pago
MOV-01011,2026-01-11,2026-01-21,2026-01-27,Saída,Fornecedores,Marketing,Fornecedor 28,Cartão,2961.53,2962.12,Pago em atraso
MOV-01012,2026-01-02,2026-01-17,2026-01-15,Saída,Pessoal,Tecnologia,Fornecedor 06,Cartão,15691.5,15619.64,Pago
MOV-01013,2025-12-23,2026-01-07,2026-01-02,Saída,Administrativo,Administrativo,Fornecedor 39,PIX,2614.01,2569.92,Pago
MOV-01014,2025-12-27,2026-01-11,2026-01-12,Saída,Logística,Comercial,Fornecedor 24,Cartão,6493.33,6620.83,Pago
MOV-01015,2025-12-15,2026-01-03,2026-01-03,Saída,Fornecedores,Operações,Fornecedor 35,PIX,2424.93,2356.26,Pago
MOV-01016,2025-12-26,2026-01-25,2026-01-23,Saída,Fornecedores,Comercial,Fornecedor 16,Transferência,7947.35,7972.0,Pago
MOV-01017,2025-12-13,2026-01-02,2026-01-04,Saída,Fornecedores,Comercial,Fornecedor 20,PIX,7642.39,7434.06,Pago
MOV-01018,2025-12-11,2026-01-13,2026-01-13,Saída,Administrativo,Tecnologia,Fornecedor 09,PIX,9693.98,9840.46,Pago
MOV-01019,2025-12-13,2026-01-17,2026-01-14,Saída,Pessoal,Marketing,Fornecedor 31,PIX,11535.78,11206.1,Pago
MOV-01020,2025-12-29,2026-01-15,2026-01-18,Saída,Fornecedores,Operações,Fornecedor 44,Boleto,2912.38,2991.51,Pago em atraso
MOV-01021,2026-01-03,2026-01-17,2026-01-17,Saída,Tecnologia,Tecnologia,Fornecedor 19,Transferência,3019.83,3010.31,Pago
MOV-01022,2025-12-04,2026-01-02,2026-01-03,Saída,Marketing,Administrativo,Fornecedor 05,Boleto,11823.59,11638.51,Pago
MOV-01023,2025-11-27,2026-01-01,2025-12-31,Saída,Pessoal,Comercial,Fornecedor 32,PIX,7474.06,7495.2,Pago
MOV-01024,2025-12-22,2026-01-03,2026-01-03,Saída,Pessoal,Operações,Fornecedor 30,Transferência,9456.08,9372.89,Pago
MOV-01025,2025-12-28,2026-01-25,2026-01-22,Saída,Administrativo,Marketing,Fornecedor 03,Transferência,12256.87,12580.33,Pago
MOV-01026,2026-01-02,2026-01-28,2026-01-25,Saída,Logística,Administrativo,Fornecedor 21,Transferência,5730.61,5710.26,Pago
MOV-01027,2025-12-16,2026-01-15,2026-01-10,Saída,Fornecedores,Comercial,Fornecedor 16,PIX,5869.09,5911.56,Pago
MOV-01028,2025-12-27,2026-01-13,2026-01-14,Saída,Fornecedores,Marketing,Fornecedor 30,PIX,2389.87,2440.61,Pago
MOV-01029,2026-01-14,2026-01-27,2026-01-23,Saída,Pessoal,Marketing,Fornecedor 28,Boleto,11851.16,11623.81,Pago
MOV-01030,2025-12-27,2026-01-20,2026-01-22,Saída,Pessoal,Comercial,Fornecedor 35,Boleto,9924.24,9694.59,Pago
MOV-01031,2025-12-04,2026-01-07,2026-01-02,Saída,Administrativo,Marketing,Fornecedor 04,Transferência,2844.31,2927.56,Pago
MOV-01032,2025-12-07,2026-01-07,2026-01-08,Saída,Tecnologia,Marketing,Fornecedor 18,Transferência,12257.74,12590.64,Pago
MOV-01033,2025-12-02,2026-01-03,2025-12-30,Saída,Marketing,Marketing,Fornecedor 27,Boleto,2144.58,2118.63,Pago
MOV-01034,2025-12-24,2026-01-27,2026-02-10,Saída,Marketing,Tecnologia,Fornecedor 11,Boleto,4131.75,4092.59,Pago em atraso
MOV-01035,2025-12-22,2026-01-23,2026-01-24,Saída,Pessoal,Administrativo,Fornecedor 25,PIX,11254.99,11156.86,Pago
MOV-01036,2025-12-22,2026-01-24,2026-01-21,Saída,Pessoal,Tecnologia,Fornecedor 01,Boleto,8485.6,8395.86,Pago
MOV-01037,2025-12-16,2026-01-16,2026-01-12,Saída,Logística,Marketing,Fornecedor 17,PIX,11752.16,11958.07,Pago
MOV-01038,2025-12-31,2026-01-28,2026-01-30,Saída,Administrativo,Comercial,Fornecedor 03,Boleto,11859.56,11958.41,Pago
MOV-01039,2026-01-07,2026-01-23,2026-01-20,Saída,Tecnologia,Tecnologia,Fornecedor 14,Boleto,3320.52,3340.63,Pago
MOV-01040,2025-12-13,2026-01-01,2026-01-01,Saída,Administrativo,Administrativo,Fornecedor 08,Cartão,7718.25,7494.2,Pago
MOV-01041,2026-01-11,2026-02-14,2026-02-15,Entrada,Assinaturas,Tecnologia,Cliente 08,Boleto,10606.97,10621.72,Pago
MOV-01042,2026-01-18,2026-02-18,2026-02-19,Entrada,Vendas B2B,Marketing,Cliente 41,Transferência,9233.88,9168.26,Pago
MOV-01043,2026-02-15,2026-02-28,2026-03-03,Entrada,Assinaturas,Comercial,Cliente 42,PIX,18591.15,18932.42,Pago em atraso
MOV-01044,2026-01-21,2026-02-16,2026-02-12,Entrada,Assinaturas,Administrativo,Cliente 03,Transferência,9866.08,9945.12,Pago
MOV-01045,2026-01-31,2026-02-25,2026-02-26,Entrada,Serviços,Comercial,Cliente 23,Cartão,6562.28,6410.49,Pago
MOV-01046,2026-02-02,2026-02-23,2026-02-24,Entrada,Vendas B2B,Operações,Cliente 33,Transferência,16644.69,16152.94,Pago
MOV-01047,2026-01-31,2026-02-10,2026-02-11,Entrada,Vendas B2B,Marketing,Cliente 03,PIX,13965.04,14110.25,Pago
MOV-01048,2026-01-30,2026-02-27,2026-02-27,Entrada,Vendas B2B,Marketing,Cliente 16,Cartão,16149.17,15989.38,Pago
MOV-01049,2026-01-28,2026-02-27,2026-03-13,Entrada,Vendas B2B,Marketing,Cliente 12,Cartão,13728.99,13423.28,Pago em atraso
MOV-01050,2026-01-15,2026-02-14,2026-02-11,Entrada,Serviços,Administrativo,Cliente 26,Transferência,11622.25,11625.22,Pago
MOV-01051,2026-02-01,2026-02-11,2026-02-07,Entrada,Serviços,Administrativo,Cliente 10,PIX,5687.19,5525.32,Pago
MOV-01052,2026-01-20,2026-02-03,2026-01-29,Entrada,Assinaturas,Marketing,Cliente 41,Transferência,12059.57,12234.92,Pago
MOV-01053,2026-01-04,2026-02-08,2026-02-06,Entrada,Vendas B2B,Marketing,Cliente 17,PIX,13863.0,14051.24,Pago
MOV-01054,2026-01-23,2026-02-21,2026-02-25,Entrada,Vendas B2B,Comercial,Cliente 07,Boleto,18542.68,18109.82,Pago em atraso
MOV-01055,2026-01-18,2026-02-03,2026-02-15,Entrada,Vendas B2B,Marketing,Cliente 07,Cartão,17873.81,18316.42,Pago em atraso
MOV-01056,2026-01-24,2026-02-16,2026-02-12,Entrada,Assinaturas,Marketing,Cliente 21,Cartão,9906.93,9734.73,Pago
MOV-01057,2026-01-12,2026-02-01,2026-01-27,Entrada,Assinaturas,Tecnologia,Cliente 31,PIX,6031.03,5892.51,Pago
MOV-01058,2026-01-09,2026-02-04,2026-01-30,Entrada,Vendas B2B,Administrativo,Cliente 10,Boleto,15340.43,15373.52,Pago
MOV-01059,2026-01-05,2026-02-07,2026-02-12,Entrada,Serviços,Operações,Cliente 18,Transferência,4953.82,4870.52,Pago em atraso
MOV-01060,2026-01-08,2026-02-12,2026-02-11,Entrada,Vendas B2B,Marketing,Cliente 28,Cartão,18845.1,18807.84,Pago
MOV-01061,2026-01-25,2026-02-07,2026-02-06,Entrada,Serviços,Administrativo,Cliente 38,Transferência,7195.54,7394.94,Pago
MOV-01062,2026-01-22,2026-02-24,2026-02-26,Entrada,Vendas B2B,Tecnologia,Cliente 21,PIX,6462.22,6432.65,Pago
MOV-01063,2026-02-08,2026-02-19,2026-02-15,Entrada,Assinaturas,Administrativo,Cliente 17,Cartão,10164.86,10134.0,Pago
MOV-01064,2026-02-08,2026-02-21,2026-02-21,Entrada,Vendas B2B,Operações,Cliente 21,Cartão,16748.54,16646.35,Pago
MOV-01065,2025-12-31,2026-02-03,2026-02-03,Entrada,Assinaturas,Tecnologia,Cliente 08,PIX,8979.11,8910.13,Pago
MOV-01066,2026-01-15,2026-02-11,2026-02-11,Entrada,Vendas B2B,Comercial,Cliente 25,Transferência,3232.61,3309.95,Pago
MOV-01067,2026-01-05,2026-02-04,2026-01-31,Entrada,Assinaturas,Marketing,Cliente 44,Cartão,11787.68,11839.98,Pago
MOV-01068,2026-01-20,2026-02-07,2026-02-23,Entrada,Vendas B2B,Marketing,Cliente 08,PIX,8355.77,8355.09,Pago em atraso
MOV-01069,2026-01-20,2026-02-19,2026-02-14,Entrada,Vendas B2B,Administrativo,Cliente 01,Cartão,13016.5,12848.62,Pago
MOV-01070,2026-02-02,2026-02-13,2026-03-03,Entrada,Vendas B2B,Tecnologia,Cliente 42,PIX,16996.34,17422.64,Pago em atraso
MOV-01071,2026-01-23,2026-02-26,2026-02-25,Entrada,Vendas B2B,Tecnologia,Cliente 26,PIX,4627.95,4565.38,Pago
MOV-01072,2026-01-27,2026-02-20,2026-03-02,Entrada,Assinaturas,Marketing,Cliente 42,PIX,8240.68,8337.82,Pago em atraso
MOV-01073,2026-01-21,2026-02-04,2026-02-06,Entrada,Serviços,Comercial,Cliente 21,Cartão,18587.88,18950.85,Pago
MOV-01074,2026-01-28,2026-02-24,2026-02-24,Entrada,Vendas B2B,Comercial,Cliente 45,PIX,4510.26,4595.81,Pago
MOV-01075,2026-01-15,2026-02-04,2026-02-14,Saída,Fornecedores,Administrativo,Fornecedor 25,Transferência,10976.16,10696.3,Pago em atraso
MOV-01076,2026-02-05,2026-02-19,2026-02-16,Saída,Marketing,Administrativo,Fornecedor 27,Cartão,12699.48,12561.82,Pago
MOV-01077,2026-01-19,2026-02-08,2026-02-10,Saída,Marketing,Marketing,Fornecedor 15,PIX,7734.56,7955.62,Pago
MOV-01078,2026-01-01,2026-02-03,2026-02-01,Saída,Fornecedores,Operações,Fornecedor 45,PIX,4956.72,5004.15,Pago
MOV-01079,2026-01-16,2026-02-07,2026-02-14,Saída,Fornecedores,Operações,Fornecedor 32,PIX,7400.06,7385.92,Pago em atraso
MOV-01080,2026-01-18,2026-02-17,2026-02-16,Saída,Pessoal,Operações,Fornecedor 33,PIX,15386.47,15578.97,Pago
MOV-01081,2026-01-17,2026-02-12,2026-02-14,Saída,Logística,Operações,Fornecedor 26,Boleto,4002.77,4091.12,Pago
MOV-01082,2026-02-09,2026-02-22,2026-02-18,Saída,Fornecedores,Comercial,Fornecedor 16,PIX,6519.25,6381.29,Pago
MOV-01083,2026-01-19,2026-02-01,2026-02-03,Saída,Logística,Administrativo,Fornecedor 06,Transferência,3611.65,3579.57,Pago
MOV-01084,2026-02-04,2026-02-17,2026-02-19,Saída,Pessoal,Comercial,Fornecedor 42,Cartão,12558.88,12387.52,Pago
MOV-01085,2026-01-15,2026-02-10,2026-02-07,Saída,Tecnologia,Administrativo,Fornecedor 32,Cartão,6513.02,6549.77,Pago
MOV-01086,2026-01-28,2026-02-08,2026-02-06,Saída,Fornecedores,Administrativo,Fornecedor 18,Boleto,1922.27,1877.89,Pago
MOV-01087,2026-01-26,2026-02-08,2026-02-09,Saída,Fornecedores,Operações,Fornecedor 45,Transferência,2552.41,2535.86,Pago
MOV-01088,2026-02-08,2026-02-21,2026-02-20,Saída,Pessoal,Operações,Fornecedor 33,Cartão,9303.97,9434.53,Pago
MOV-01089,2026-02-08,2026-02-23,2026-02-23,Saída,Tecnologia,Operações,Fornecedor 22,Cartão,11809.03,11937.59,Pago
MOV-01090,2026-01-29,2026-02-16,2026-02-11,Saída,Fornecedores,Comercial,Fornecedor 11,PIX,1464.85,1436.51,Pago
MOV-01091,2026-02-08,2026-02-19,2026-02-27,Saída,Marketing,Comercial,Fornecedor 37,Transferência,13249.84,13228.03,Pago em atraso
MOV-01092,2026-01-02,2026-02-06,2026-02-02,Saída,Logística,Tecnologia,Fornecedor 29,Cartão,7777.74,7591.07,Pago
MOV-01093,2026-01-30,2026-02-09,2026-02-08,Saída,Tecnologia,Tecnologia,Fornecedor 20,Transferência,13499.28,13389.36,Pago
MOV-01094,2026-01-28,2026-02-28,2026-03-02,Saída,Logística,Administrativo,Fornecedor 41,PIX,10847.84,10595.8,Pago
MOV-01095,2026-01-29,2026-02-08,2026-02-05,Saída,Fornecedores,Operações,Fornecedor 37,Cartão,6361.9,6307.39,Pago
MOV-01096,2026-01-13,2026-02-13,2026-02-12,Saída,Pessoal,Administrativo,Fornecedor 29,Boleto,9197.88,9406.02,Pago
MOV-01097,2026-01-24,2026-02-11,2026-02-12,Saída,Fornecedores,Tecnologia,Fornecedor 13,PIX,9672.06,9930.46,Pago
MOV-01098,2025-12-31,2026-02-04,2026-02-06,Saída,Pessoal,Tecnologia,Fornecedor 19,PIX,16177.47,16242.18,Pago
MOV-01099,2026-02-03,2026-02-22,2026-02-19,Saída,Administrativo,Administrativo,Fornecedor 36,Boleto,7453.28,7463.65,Pago
MOV-01100,2026-01-04,2026-02-01,2026-01-30,Saída,Pessoal,Comercial,Fornecedor 04,Cartão,15802.66,15596.93,Pago
MOV-01101,2026-01-13,2026-02-01,2026-02-06,Saída,Pessoal,Administrativo,Fornecedor 43,Boleto,14281.76,14153.41,Pago em atraso
MOV-01102,2026-01-24,2026-02-05,2026-02-03,Saída,Administrativo,Tecnologia,Fornecedor 15,PIX,10092.45,10051.3,Pago
MOV-01103,2026-02-08,2026-02-21,2026-02-22,Saída,Pessoal,Tecnologia,Fornecedor 20,Transferência,15932.63,16378.97,Pago
MOV-01104,2026-01-26,2026-02-11,2026-02-08,Saída,Fornecedores,Tecnologia,Fornecedor 09,Cartão,6675.95,6749.38,Pago
MOV-01105,2026-01-28,2026-02-19,2026-02-21,Saída,Pessoal,Marketing,Fornecedor 07,Boleto,8018.02,8040.07,Pago
MOV-01106,2026-01-29,2026-02-22,2026-02-24,Saída,Pessoal,Marketing,Fornecedor 27,Cartão,12576.59,12466.57,Pago
MOV-01107,2026-02-06,2026-02-25,2026-02-22,Saída,Fornecedores,Operações,Fornecedor 38,Transferência,8192.08,8248.71,Pago
MOV-01108,2026-01-28,2026-02-19,2026-02-14,Saída,Fornecedores,Operações,Fornecedor 26,PIX,7999.45,8122.0,Pago
MOV-01109,2026-01-28,2026-02-27,2026-03-01,Saída,Pessoal,Comercial,Fornecedor 22,PIX,12731.29,12555.73,Pago
MOV-01110,2026-01-26,2026-02-23,2026-02-18,Saída,Logística,Administrativo,Fornecedor 04,Boleto,8272.57,8084.67,Pago
MOV-01111,2026-01-17,2026-02-05,2026-02-02,Saída,Pessoal,Comercial,Fornecedor 32,Boleto,17628.34,17417.74,Pago
MOV-01112,2026-02-07,2026-02-20,2026-02-16,Saída,Fornecedores,Marketing,Fornecedor 02,Cartão,1308.44,1288.59,Pago
MOV-01113,2026-01-20,2026-02-16,2026-02-14,Saída,Pessoal,Tecnologia,Fornecedor 40,Cartão,10354.17,10566.46,Pago
MOV-01114,2026-01-12,2026-02-14,2026-02-09,Saída,Logística,Operações,Fornecedor 11,Boleto,8909.54,8741.05,Pago
MOV-01115,2026-01-18,2026-02-19,2026-02-18,Saída,Pessoal,Comercial,Fornecedor 30,Cartão,14361.14,14267.38,Pago
MOV-01116,2026-01-22,2026-02-10,2026-02-11,Saída,Logística,Comercial,Fornecedor 42,Cartão,3132.97,3041.05,Pago
MOV-01117,2026-01-21,2026-02-05,2026-02-07,Saída,Fornecedores,Tecnologia,Fornecedor 33,Boleto,12480.24,12313.18,Pago
MOV-01118,2026-01-01,2026-02-03,2026-01-31,Saída,Pessoal,Administrativo,Fornecedor 22,Cartão,11342.81,11242.0,Pago
MOV-01119,2026-01-28,2026-02-09,2026-02-08,Saída,Tecnologia,Marketing,Fornecedor 25,Cartão,10997.75,11277.19,Pago
MOV-01120,2026-02-03,2026-02-23,2026-02-22,Saída,Marketing,Administrativo,Fornecedor 38,Transferência,3529.67,3451.19,Pago
MOV-01121,2026-01-31,2026-03-03,2026-03-09,Entrada,Assinaturas,Comercial,Cliente 32,Cartão,17817.12,17530.3,Pago em atraso
MOV-01122,2026-03-10,2026-03-25,2026-03-23,Entrada,Vendas B2B,Marketing,Cliente 27,PIX,7304.41,7131.48,Pago
MOV-01123,2026-02-09,2026-03-02,2026-02-26,Entrada,Vendas B2B,Administrativo,Cliente 41,PIX,7637.34,7610.55,Pago
MOV-01124,2026-02-23,2026-03-23,2026-03-20,Entrada,Serviços,Administrativo,Cliente 13,Boleto,8879.07,9139.51,Pago
MOV-01125,2026-02-12,2026-03-10,2026-03-07,Entrada,Vendas B2B,Operações,Cliente 06,PIX,10923.37,10880.15,Pago
MOV-01126,2026-02-14,2026-03-07,2026-03-12,Entrada,Assinaturas,Marketing,Cliente 37,PIX,14984.43,15338.02,Pago em atraso
MOV-01127,2026-03-08,2026-03-24,2026-03-26,Entrada,Vendas B2B,Administrativo,Cliente 31,Transferência,15225.18,14942.12,Pago
MOV-01128,2026-02-26,2026-03-28,2026-03-31,Entrada,Vendas B2B,Marketing,Cliente 05,PIX,19044.69,18974.85,Pago em atraso
MOV-01129,2026-02-05,2026-03-04,2026-03-12,Entrada,Vendas B2B,Tecnologia,Cliente 02,Boleto,12324.22,11992.56,Pago em atraso
MOV-01130,2026-03-12,2026-03-27,2026-03-27,Entrada,Serviços,Tecnologia,Cliente 05,Boleto,8329.8,8113.87,Pago
MOV-01131,2026-03-04,2026-03-17,2026-03-12,Entrada,Serviços,Administrativo,Cliente 31,Transferência,19607.85,19661.9,Pago
MOV-01132,2026-03-03,2026-03-14,2026-03-14,Entrada,Assinaturas,Operações,Cliente 14,Transferência,3803.53,3892.08,Pago
MOV-01133,2026-02-02,2026-03-02,2026-02-26,Entrada,Serviços,Administrativo,Cliente 45,PIX,14890.92,15164.02,Pago
MOV-01134,2026-02-17,2026-03-14,2026-03-10,Entrada,Vendas B2B,Operações,Cliente 18,PIX,4479.75,4583.91,Pago
MOV-01135,2026-02-01,2026-03-08,2026-03-09,Entrada,Vendas B2B,Operações,Cliente 02,PIX,11961.41,11945.33,Pago
MOV-01136,2026-02-02,2026-03-07,2026-03-08,Entrada,Vendas B2B,Comercial,Cliente 36,Cartão,16972.67,17157.95,Pago
MOV-01137,2026-03-10,2026-03-23,2026-04-06,Entrada,Vendas B2B,Marketing,Cliente 08,Transferência,16689.08,16738.69,Pago em atraso
MOV-01138,2026-02-13,2026-03-02,2026-02-26,Entrada,Vendas B2B,Marketing,Cliente 35,PIX,9265.0,9314.26,Pago
MOV-01139,2026-03-10,2026-03-24,2026-03-19,Entrada,Serviços,Marketing,Cliente 12,Transferência,3498.24,3409.37,Pago
MOV-01140,2026-02-27,2026-03-21,2026-03-20,Entrada,Vendas B2B,Marketing,Cliente 43,PIX,9379.94,9171.55,Pago
MOV-01141,2026-03-01,2026-03-18,2026-03-18,Entrada,Assinaturas,Marketing,Cliente 20,Transferência,4578.39,4687.62,Pago
MOV-01142,2026-02-22,2026-03-21,2026-03-20,Entrada,Assinaturas,Administrativo,Cliente 07,PIX,8378.76,8287.7,Pago
MOV-01143,2026-03-06,2026-03-20,2026-03-16,Entrada,Vendas B2B,Administrativo,Cliente 15,Transferência,10454.6,10268.65,Pago
MOV-01144,2026-02-23,2026-03-12,2026-03-09,Entrada,Assinaturas,Marketing,Cliente 42,Cartão,6939.58,6746.33,Pago
MOV-01145,2026-03-08,2026-03-27,2026-04-05,Entrada,Serviços,Comercial,Cliente 04,Transferência,3610.52,3629.64,Pago em atraso
MOV-01146,2026-02-12,2026-03-01,2026-03-02,Entrada,Serviços,Operações,Cliente 25,Boleto,9982.02,9948.49,Pago
MOV-01147,2026-02-21,2026-03-22,2026-03-22,Entrada,Assinaturas,Tecnologia,Cliente 17,Boleto,12592.06,12922.39,Pago
MOV-01148,2026-02-22,2026-03-27,2026-03-28,Entrada,Assinaturas,Comercial,Cliente 07,Cartão,9226.68,9383.13,Pago
MOV-01149,2026-02-05,2026-03-10,2026-03-12,Entrada,Serviços,Administrativo,Cliente 34,Transferência,19619.51,19529.85,Pago
MOV-01150,2026-03-14,2026-03-24,2026-03-22,Entrada,Vendas B2B,Tecnologia,Cliente 44,Transferência,9935.55,9716.1,Pago
MOV-01151,2026-02-28,2026-03-18,2026-03-19,Entrada,Vendas B2B,Tecnologia,Cliente 18,Transferência,7627.65,7416.49,Pago
MOV-01152,2026-02-28,2026-03-20,2026-03-30,Entrada,Assinaturas,Tecnologia,Cliente 12,Cartão,17472.29,17544.04,Pago em atraso
MOV-01153,2026-02-16,2026-03-15,2026-03-27,Entrada,Vendas B2B,Operações,Cliente 27,PIX,10965.44,10952.42,Pago em atraso
MOV-01154,2026-03-02,2026-03-20,2026-03-16,Entrada,Assinaturas,Tecnologia,Cliente 17,Cartão,4634.07,4617.51,Pago
MOV-01155,2026-02-03,2026-03-05,2026-02-28,Saída,Fornecedores,Comercial,Fornecedor 12,Cartão,9620.22,9465.92,Pago
MOV-01156,2026-02-20,2026-03-02,2026-03-01,Saída,Pessoal,Tecnologia,Fornecedor 35,PIX,15805.08,16255.79,Pago
MOV-01157,2026-02-14,2026-03-03,2026-02-27,Saída,Marketing,Operações,Fornecedor 21,Transferência,5955.05,5958.99,Pago
MOV-01158,2026-02-11,2026-03-03,2026-03-02,Saída,Logística,Administrativo,Fornecedor 24,Transferência,10282.15,10061.96,Pago
MOV-01159,2026-02-25,2026-03-12,2026-03-11,Saída,Administrativo,Tecnologia,Fornecedor 03,Transferência,13108.35,13204.24,Pago
MOV-01160,2026-02-03,2026-03-01,2026-02-27,Saída,Administrativo,Administrativo,Fornecedor 38,Transferência,13297.48,13543.24,Pago
MOV-01161,2026-02-17,2026-03-19,2026-03-24,Saída,Administrativo,Comercial,Fornecedor 05,Boleto,6335.27,6290.07,Pago em atraso
MOV-01162,2026-02-26,2026-03-24,2026-03-20,Saída,Pessoal,Comercial,Fornecedor 39,Cartão,14799.07,15107.72,Pago
MOV-01163,2026-02-19,2026-03-11,2026-03-10,Saída,Marketing,Operações,Fornecedor 24,Boleto,8183.43,8385.27,Pago
MOV-01164,2026-02-15,2026-03-08,2026-03-09,Saída,Pessoal,Administrativo,Fornecedor 33,PIX,8847.34,8774.02,Pago
MOV-01165,2026-03-06,2026-03-20,2026-03-21,Saída,Logística,Administrativo,Fornecedor 16,Cartão,9920.53,9759.68,Pago
MOV-01166,2026-03-07,2026-03-20,2026-03-19,Saída,Marketing,Comercial,Fornecedor 27,Cartão,10084.75,9988.89,Pago
MOV-01167,2026-03-15,2026-03-25,2026-03-22,Saída,Pessoal,Operações,Fornecedor 08,Cartão,13225.63,13524.32,Pago
MOV-01168,2026-02-21,2026-03-16,2026-03-13,Saída,Fornecedores,Comercial,Fornecedor 45,Boleto,8630.69,8822.01,Pago
MOV-01169,2026-03-07,2026-03-28,2026-03-29,Saída,Administrativo,Operações,Fornecedor 26,Boleto,3116.11,3191.69,Pago
MOV-01170,2026-03-16,2026-03-27,2026-03-23,Saída,Tecnologia,Comercial,Fornecedor 23,Cartão,2941.77,3028.99,Pago
MOV-01171,2026-02-20,2026-03-24,2026-03-23,Saída,Logística,Operações,Fornecedor 12,PIX,9626.67,9775.49,Pago
MOV-01172,2026-02-23,2026-03-19,2026-03-21,Saída,Fornecedores,Operações,Fornecedor 33,Transferência,1488.73,1477.96,Pago
MOV-01173,2026-02-12,2026-03-10,2026-03-05,Saída,Administrativo,Administrativo,Fornecedor 33,Cartão,2652.7,2662.91,Pago
MOV-01174,2026-02-20,2026-03-25,2026-03-22,Saída,Fornecedores,Operações,Fornecedor 28,Transferência,6403.56,6227.56,Pago
MOV-01175,2026-02-14,2026-03-10,2026-03-09,Saída,Pessoal,Operações,Fornecedor 11,Transferência,8662.97,8545.42,Pago
MOV-01176,2026-03-06,2026-03-20,2026-03-18,Saída,Administrativo,Comercial,Fornecedor 14,Boleto,4775.59,4823.28,Pago
MOV-01177,2026-03-08,2026-03-18,2026-03-16,Saída,Fornecedores,Tecnologia,Fornecedor 14,Transferência,13175.6,12785.6,Pago
MOV-01178,2026-03-05,2026-03-24,2026-03-21,Saída,Administrativo,Comercial,Fornecedor 08,Cartão,8847.33,9023.06,Pago
MOV-01179,2026-02-18,2026-03-03,2026-03-02,Saída,Logística,Tecnologia,Fornecedor 06,Boleto,7829.72,7938.54,Pago
MOV-01180,2026-02-19,2026-03-17,2026-03-19,Saída,Tecnologia,Comercial,Fornecedor 45,Transferência,5659.68,5704.04,Pago
MOV-01181,2026-02-05,2026-03-04,2026-03-04,Saída,Logística,Comercial,Fornecedor 41,PIX,1888.06,1852.99,Pago
MOV-01182,2026-03-14,2026-03-28,2026-03-26,Saída,Fornecedores,Marketing,Fornecedor 12,Cartão,9045.58,8918.19,Pago
MOV-01183,2026-02-19,2026-03-03,2026-03-01,Saída,Fornecedores,Marketing,Fornecedor 36,Boleto,3980.72,3862.06,Pago
MOV-01184,2026-03-06,2026-03-23,2026-03-24,Saída,Tecnologia,Tecnologia,Fornecedor 31,Boleto,1894.01,1908.9,Pago
MOV-01185,2026-02-16,2026-03-10,2026-03-12,Saída,Logística,Administrativo,Fornecedor 23,Cartão,12367.75,12587.95,Pago
MOV-01186,2026-03-05,2026-03-25,2026-03-26,Saída,Fornecedores,Operações,Fornecedor 43,Cartão,4246.62,4366.21,Pago
MOV-01187,2026-02-07,2026-03-11,2026-03-11,Saída,Fornecedores,Operações,Fornecedor 31,Cartão,7457.21,7545.34,Pago
MOV-01188,2026-01-25,2026-03-01,2026-02-27,Saída,Marketing,Marketing,Fornecedor 04,Transferência,10363.21,10605.59,Pago
MOV-01189,2026-03-02,2026-03-13,2026-03-14,Saída,Fornecedores,Tecnologia,Fornecedor 32,Boleto,5535.63,5501.98,Pago
MOV-01190,2026-02-08,2026-03-14,2026-03-11,Saída,Pessoal,Comercial,Fornecedor 40,Transferência,11079.28,11103.22,Pago
